-0.0318522,-0.14767
-0.0318522,-0.14767
-0.0309041,-0.147915
-0.0320115,-0.147801
-0.032637,-0.147818
-0.0337214,-0.147994
-0.0347722,-0.148329
-0.0351864,-0.148509
-0.0344006,-0.14782
-0.0338357,-0.147297
-0.0343838,-0.148021
-0.0339875,-0.147321
-0.0338244,-0.147068
-0.0341478,-0.148131
-0.0340277,-0.14742
-0.0340301,-0.148562
-0.0339615,-0.149751
-0.0336189,-0.151494
-0.0334636,-0.152125
-0.033096,-0.153242
-0.0326048,-0.154243
-0.0329653,-0.153618
-0.0322125,-0.154435
-0.0313277,-0.155145
-0.03037,-0.155833
-0.0304165,-0.155777
-0.029384,-0.156199
-0.0283007,-0.156448
-0.027192,-0.156528
-0.0268769,-0.156519
-0.0258943,-0.156394
-0.0248334,-0.156102
-0.0238187,-0.155665
-0.0228767,-0.155083
-0.0225717,-0.154865
-0.0236219,-0.155823
-0.0238657,-0.155982
-0.0239416,-0.156216
-0.0241155,-0.156542
-0.0244889,-0.157666
-0.0245459,-0.157872
-0.0243358,-0.156781
-0.0242988,-0.155669
-0.0242111,-0.156353
-0.024292,-0.156164
-0.0246888,-0.155118
-0.0252384,-0.154138
-0.0241785,-0.155462
-0.025223,-0.154164
-0.0259688,-0.153339
-0.0268391,-0.152635
-0.0274095,-0.1523
-0.028433,-0.151868
-0.0283473,-0.151906
-0.0282338,-0.151896
-0.0281045,-0.151972
-0.0287839,-0.151923
-0.0298783,-0.152082
-0.0292298,-0.151897
-0.0302516,-0.152353
-0.0308451,-0.152719
-0.0316299,-0.153507
-0.0322958,-0.154399
-0.0324995,-0.154697
-0.032547,-0.15482
-0.0328988,-0.155876
-0.0330757,-0.156973
-0.0330912,-0.158085
-0.0331943,-0.157202
-0.0331625,-0.158043
-0.0331633,-0.157963
-0.0328861,-0.159362
-0.0329095,-0.159089
-0.0324881,-0.160126
-0.0329285,-0.159192
-0.0325582,-0.159925
-0.0319852,-0.160882
-0.0311369,-0.162032
-0.0318283,-0.161154
-0.0328181,-0.159993
-0.0319915,-0.160737
-0.0321923,-0.16057
-0.0311549,-0.16108
-0.0301966,-0.161364
-0.02944,-0.161495
-0.0287313,-0.161487
-0.0276222,-0.161302
-0.0269549,-0.161086
-0.0258761,-0.160614
-0.0247167,-0.159929
-0.0240623,-0.159461
-0.0233749,-0.158928
-0.0245855,-0.159903
-0.0246853,-0.159954
-0.0238742,-0.159063
-0.0232633,-0.158267
-0.0229538,-0.157603
-0.0226552,-0.156529
-0.0224103,-0.155119
-0.0224584,-0.156167
-0.0224933,-0.155972
-0.0222588,-0.157751
-0.0222204,-0.158084
-0.0221949,-0.157854
-0.0220558,-0.157345
-0.0220212,-0.157252
-0.0217667,-0.15695
-0.0215281,-0.156718
-0.0214542,-0.156661
-0.0195076,-0.155758
-0.0184736,-0.155544
-0.0173575,-0.155356
-0.017294,-0.155361
-0.0158022,-0.155645
-0.0155868,-0.155748
-0.0149835,-0.156191
-0.0129919,-0.157671
-0.0143207,-0.15641
-0.0136836,-0.157414
-0.0130381,-0.158498
-0.0130022,-0.158585
-0.012916,-0.159159
-0.0129166,-0.159855
-0.0127861,-0.15911
-0.0124049,-0.157878
-0.011346,-0.156033
-0.0110129,-0.155467
-0.0114253,-0.155869
-0.0127303,-0.156999
-0.0128065,-0.157049
-0.0129369,-0.157089
-0.0131373,-0.157123
-0.0142553,-0.157077
-0.0144549,-0.157054
-0.0128299,-0.157622
-0.0134634,-0.157329
-0.0143939,-0.156945
-0.014655,-0.156772
-0.0148168,-0.156622
-0.0151725,-0.156005
-0.0152072,-0.15592
-0.0154348,-0.154267
-0.0155915,-0.152609
-0.015682,-0.151206
-0.0157295,-0.15166
-0.0151052,-0.150207
-0.0148225,-0.149597
-0.0147565,-0.149504
-0.0146798,-0.149454
-0.0143215,-0.149264
-0.0141403,-0.149187
-0.0136322,-0.149093
-0.013522,-0.149084
-0.0121036,-0.149214
-0.0119284,-0.149256
-0.0117491,-0.149349
-0.0113479,-0.14965
-0.0106576,-0.150351
-0.0106631,-0.15039
-0.0104726,-0.150977
-0.0102325,-0.153127
-0.0102266,-0.153251
-0.0100676,-0.152338
-0.0101179,-0.152448
-0.0101904,-0.152602
-0.0102454,-0.152671
-0.0103176,-0.152722
-0.0114317,-0.153312
-0.0119404,-0.153524
-0.0120322,-0.153538
-0.0121163,-0.153529
-0.0103461,-0.153823
-0.0104912,-0.153761
-0.0126217,-0.152753
-0.0134667,-0.152147
-0.0135291,-0.152082
-0.0135782,-0.152006
-0.0134392,-0.15242
-0.0132703,-0.152722
-0.0133059,-0.152511
-0.0133239,-0.15239
-0.0133219,-0.152272
-0.0131646,-0.151753
-0.0129703,-0.15129
-0.0126625,-0.150881
-0.0122199,-0.150473
-0.0103833,-0.14903
-0.009926,-0.148804
-0.0105869,-0.14901
-0.0133618,-0.149795
-0.0136456,-0.149805
-0.0138513,-0.149832
-0.0133989,-0.149908
-0.0133086,-0.149935
-0.0129603,-0.150197
-0.0126181,-0.150523
-0.0125667,-0.150597
-0.0125012,-0.150768
-0.0129766,-0.149032
-0.0128807,-0.150411
-0.0126957,-0.148703
-0.0127089,-0.148691
-0.0130008,-0.149654
-0.0130005,-0.14961
-0.0131303,-0.150762
-0.0132205,-0.154447
-0.0131433,-0.155823
-0.0131488,-0.155947
-0.0127441,-0.15736
-0.0123078,-0.158766
-0.0121015,-0.159199
-0.0119806,-0.159445
-0.0133337,-0.157231
-0.0126526,-0.158171
-0.012698,-0.158114
-0.013164,-0.157721
-0.0133398,-0.15753
-0.0147054,-0.156558
-0.0151127,-0.156393
-0.0133752,-0.157123
-0.0109483,-0.158069
-0.00920252,-0.158557
-0.00817299,-0.158654
-0.0087827,-0.158665
-0.0105539,-0.15875
-0.00940845,-0.1586
-0.00875789,-0.158425
-0.00769273,-0.15798
-0.0066755,-0.157428
-0.00877659,-0.158847
-0.00928422,-0.159292
-0.00938268,-0.159341
-0.00900384,-0.158877
-0.0094157,-0.159348
-0.00870845,-0.158166
-0.00936454,-0.159697
-0.00883624,-0.157994
-0.00799718,-0.154983
-0.00784928,-0.154357
-0.00796233,-0.15495
-0.0079382,-0.153569
-0.00790338,-0.154326
-0.00797363,-0.153742
-0.0086234,-0.150137
-0.00914919,-0.148215
-0.00944021,-0.147582
-0.0100592,-0.146491
-0.00870318,-0.148395
-0.0105358,-0.145945
-0.00872489,-0.14827
-0.00950039,-0.147365
-0.00964537,-0.147163
-0.00909009,-0.147613
-0.0092319,-0.147471
-0.0086828,-0.147759
-0.00940163,-0.147504
-0.0112191,-0.146972
-0.010818,-0.147005
-0.0118087,-0.146958
-0.0134044,-0.146945
-0.0153986,-0.147161
-0.019202,-0.147851
-0.0227284,-0.148595
-0.025641,-0.149463
-0.02672,-0.149886
-0.0279113,-0.150524
-0.0275903,-0.15035
-0.0256867,-0.148932
-0.0253176,-0.148673
-0.026147,-0.149487
-0.0269061,-0.150442
-0.028499,-0.153025
-0.0290399,-0.154051
-0.0291066,-0.154196
-0.0293768,-0.155181
-0.0291415,-0.153963
-0.0291889,-0.154829
-0.0291303,-0.156003
-0.0289581,-0.157163
-0.0288766,-0.157518
-0.0284559,-0.158603
-0.0278636,-0.159791
-0.0268079,-0.161667
-0.0263612,-0.162394
-0.0265887,-0.162004
-0.0258407,-0.162891
-0.0235718,-0.165094
-0.0222701,-0.166266
-0.0208488,-0.167423
-0.0208357,-0.167489
-0.0202109,-0.167773
-0.0196117,-0.16802
-0.0200112,-0.167869
-0.0186764,-0.168092
-0.0175176,-0.168161
-0.0161452,-0.168088
-0.0184752,-0.168408
-0.0179875,-0.168302
-0.0171155,-0.168006
-0.015469,-0.167295
-0.0143522,-0.166629
-0.0133906,-0.16598
-0.0138885,-0.166297
-0.0161283,-0.167492
-0.0169874,-0.167807
-0.018176,-0.167946
-0.0190559,-0.168044
-0.0186186,-0.168094
-0.0210451,-0.16725
-0.0224634,-0.16654
-0.0235999,-0.165706
-0.0242351,-0.165086
-0.0247812,-0.164352
-0.0247808,-0.164413
-0.0250587,-0.163584
-0.025718,-0.160415
-0.0258018,-0.159151
-0.025686,-0.158089
-0.0255409,-0.157644
-0.0249175,-0.156499
-0.0239356,-0.155104
-0.0233084,-0.154547
-0.0228408,-0.154251
-0.0221385,-0.153966
-0.021296,-0.153786
-0.0192123,-0.153499
-0.0175398,-0.153511
-0.015926,-0.153694
-0.0150694,-0.153989
-0.0133497,-0.154756
-0.0131875,-0.154873
-0.0117338,-0.156402
-0.0112009,-0.157144
-0.0106659,-0.157976
-0.00980616,-0.159826
-0.00973991,-0.160222
-0.00965728,-0.161133
-0.00967193,-0.161745
-0.0100883,-0.1631
-0.010698,-0.164586
-0.0111066,-0.165408
-0.0116501,-0.166148
-0.0127137,-0.167347
-0.013569,-0.168151
-0.0142954,-0.168616
-0.0162487,-0.1694
-0.0192277,-0.170357
-0.0200622,-0.170429
-0.0213181,-0.170396
-0.0228595,-0.170069
-0.0244821,-0.169394
-0.0275404,-0.167799
-0.028288,-0.167266
-0.0288838,-0.166666
-0.0295843,-0.165637
-0.030109,-0.164588
-0.030334,-0.163778
-0.0304567,-0.162382
-0.0304411,-0.162225
-0.0301773,-0.161339
-0.0297956,-0.160501
-0.0292896,-0.159735
-0.0285286,-0.158931
-0.0276584,-0.158245
-0.0268589,-0.157802
-0.0259976,-0.157498
-0.0251501,-0.15728
-0.0247508,-0.157266
-0.0237962,-0.157266
-0.0229001,-0.1573
-0.0220566,-0.157458
-0.0210374,-0.157815
-0.0197806,-0.158452
-0.0191051,-0.158945
-0.0184003,-0.159611
-0.0181125,-0.160071
-0.0175198,-0.161412
-0.0172689,-0.162294
-0.0171739,-0.163152
-0.0172302,-0.164154
-0.0176138,-0.165696
-0.0181589,-0.167351
-0.0186424,-0.16842
-0.0191508,-0.169185
-0.0191285,-0.169218
-0.0198604,-0.169765
-0.021298,-0.170556
-0.0226383,-0.171025
-0.0247449,-0.171466
-0.0272635,-0.171654
-0.0284336,-0.171554
-0.0310613,-0.17097
-0.0316155,-0.170686
-0.0323708,-0.170238
-0.0333526,-0.16943
-0.0341644,-0.168555
-0.034673,-0.167792
-0.0350305,-0.167007
-0.0352483,-0.166136
-0.035328,-0.165201
-0.0352673,-0.164212
-0.0350779,-0.163299
-0.0356009,-0.16503
-0.036046,-0.166895
-0.0362684,-0.16838
-0.0363869,-0.17005
-0.0363879,-0.170843
-0.0363467,-0.170996
-0.0362772,-0.171561
-0.0357229,-0.173894
-0.0349932,-0.176084
-0.0350837,-0.175837
-0.0341133,-0.17788
-0.0340828,-0.178019
-0.0334198,-0.179038
-0.0322735,-0.180518
-0.0308112,-0.182248
-0.0292724,-0.18391
-0.0274847,-0.18558
